areaCode,areaName,areaType,date,newPeopleVaccinatedThirdInjectionByVaccinationDate
E12000004,East Midlands,region,02/11/2021,21511
E12000004,East Midlands,region,01/11/2021,16887
E12000004,East Midlands,region,31/10/2021,18143
E12000004,East Midlands,region,30/10/2021,35336
E12000004,East Midlands,region,29/10/2021,19828
E12000004,East Midlands,region,28/10/2021,18905
E12000004,East Midlands,region,27/10/2021,19731
E12000004,East Midlands,region,26/10/2021,17272
E12000004,East Midlands,region,25/10/2021,12584
E12000004,East Midlands,region,24/10/2021,14479
E12000004,East Midlands,region,23/10/2021,27212
E12000004,East Midlands,region,22/10/2021,16672
E12000004,East Midlands,region,21/10/2021,19043
E12000004,East Midlands,region,20/10/2021,17118
E12000004,East Midlands,region,19/10/2021,14223
E12000004,East Midlands,region,18/10/2021,8866
E12000004,East Midlands,region,17/10/2021,8779
E12000004,East Midlands,region,16/10/2021,23875
E12000004,East Midlands,region,15/10/2021,14564
E12000004,East Midlands,region,14/10/2021,16137
E12000004,East Midlands,region,13/10/2021,14675
E12000004,East Midlands,region,12/10/2021,14270
E12000004,East Midlands,region,11/10/2021,8708
E12000004,East Midlands,region,10/10/2021,7935
E12000004,East Midlands,region,09/10/2021,22603
E12000004,East Midlands,region,08/10/2021,12814
E12000004,East Midlands,region,07/10/2021,12759
E12000004,East Midlands,region,06/10/2021,12223
E12000004,East Midlands,region,05/10/2021,9301
E12000004,East Midlands,region,04/10/2021,6532
E12000004,East Midlands,region,03/10/2021,6554
E12000004,East Midlands,region,02/10/2021,14607
E12000004,East Midlands,region,01/10/2021,9777
E12000004,East Midlands,region,30/09/2021,9029
E12000004,East Midlands,region,29/09/2021,8688
E12000004,East Midlands,region,28/09/2021,7373
E12000004,East Midlands,region,27/09/2021,5708
E12000004,East Midlands,region,26/09/2021,4734
E12000004,East Midlands,region,25/09/2021,8740
E12000004,East Midlands,region,24/09/2021,7646
E12000004,East Midlands,region,23/09/2021,6207
E12000004,East Midlands,region,22/09/2021,5155
E12000004,East Midlands,region,21/09/2021,2284
E12000004,East Midlands,region,20/09/2021,1984
E12000004,East Midlands,region,19/09/2021,446
E12000004,East Midlands,region,18/09/2021,644
E12000004,East Midlands,region,17/09/2021,856
E12000004,East Midlands,region,16/09/2021,114
E12000004,East Midlands,region,15/09/2021,74
E12000004,East Midlands,region,14/09/2021,291
E12000004,East Midlands,region,13/09/2021,40
E12000004,East Midlands,region,12/09/2021,2
E12000004,East Midlands,region,11/09/2021,4
E12000004,East Midlands,region,10/09/2021,70
E12000004,East Midlands,region,09/09/2021,77
E12000004,East Midlands,region,08/09/2021,105
E12000004,East Midlands,region,07/09/2021,18
E12000004,East Midlands,region,06/09/2021,12
E12000004,East Midlands,region,05/09/2021,3
E12000004,East Midlands,region,04/09/2021,9
E12000004,East Midlands,region,03/09/2021,17
E12000004,East Midlands,region,02/09/2021,14
E12000004,East Midlands,region,01/09/2021,7
E12000004,East Midlands,region,31/08/2021,6
E12000004,East Midlands,region,30/08/2021,1
E12000004,East Midlands,region,29/08/2021,2
E12000004,East Midlands,region,28/08/2021,11
E12000004,East Midlands,region,27/08/2021,4
E12000004,East Midlands,region,26/08/2021,9
E12000004,East Midlands,region,25/08/2021,8
E12000004,East Midlands,region,24/08/2021,7
E12000004,East Midlands,region,23/08/2021,3
E12000004,East Midlands,region,22/08/2021,6
E12000004,East Midlands,region,21/08/2021,2
E12000004,East Midlands,region,20/08/2021,4
E12000004,East Midlands,region,19/08/2021,4
E12000004,East Midlands,region,18/08/2021,6
E12000004,East Midlands,region,17/08/2021,4
E12000004,East Midlands,region,16/08/2021,4
E12000004,East Midlands,region,15/08/2021,3
E12000004,East Midlands,region,14/08/2021,4
E12000004,East Midlands,region,13/08/2021,4
E12000004,East Midlands,region,12/08/2021,9
E12000004,East Midlands,region,11/08/2021,10
E12000004,East Midlands,region,10/08/2021,3
E12000004,East Midlands,region,09/08/2021,7
E12000004,East Midlands,region,08/08/2021,1
E12000004,East Midlands,region,07/08/2021,6
E12000004,East Midlands,region,06/08/2021,5
E12000004,East Midlands,region,05/08/2021,4
E12000004,East Midlands,region,04/08/2021,5
E12000004,East Midlands,region,03/08/2021,6
E12000004,East Midlands,region,02/08/2021,2
E12000004,East Midlands,region,01/08/2021,7
E12000004,East Midlands,region,31/07/2021,4
E12000004,East Midlands,region,30/07/2021,4
E12000004,East Midlands,region,29/07/2021,7
E12000004,East Midlands,region,28/07/2021,1
E12000004,East Midlands,region,27/07/2021,6
E12000004,East Midlands,region,26/07/2021,13
E12000004,East Midlands,region,25/07/2021,5
E12000004,East Midlands,region,24/07/2021,7
E12000004,East Midlands,region,23/07/2021,7
E12000004,East Midlands,region,22/07/2021,7
E12000004,East Midlands,region,21/07/2021,4
E12000004,East Midlands,region,20/07/2021,3
E12000004,East Midlands,region,19/07/2021,8
E12000004,East Midlands,region,18/07/2021,4
E12000004,East Midlands,region,17/07/2021,4
E12000004,East Midlands,region,16/07/2021,9
E12000004,East Midlands,region,15/07/2021,6
E12000004,East Midlands,region,14/07/2021,2
E12000004,East Midlands,region,13/07/2021,4
E12000004,East Midlands,region,12/07/2021,7
E12000004,East Midlands,region,11/07/2021,2
E12000004,East Midlands,region,10/07/2021,14
E12000004,East Midlands,region,09/07/2021,4
E12000004,East Midlands,region,08/07/2021,6
E12000004,East Midlands,region,07/07/2021,5
E12000004,East Midlands,region,06/07/2021,6
E12000004,East Midlands,region,05/07/2021,5
E12000004,East Midlands,region,04/07/2021,1
E12000004,East Midlands,region,03/07/2021,5
E12000004,East Midlands,region,02/07/2021,5
E12000004,East Midlands,region,01/07/2021,3
E12000004,East Midlands,region,30/06/2021,33
E12000004,East Midlands,region,29/06/2021,34
E12000004,East Midlands,region,28/06/2021,6
E12000004,East Midlands,region,27/06/2021,2
E12000004,East Midlands,region,26/06/2021,8
E12000004,East Midlands,region,25/06/2021,10
E12000004,East Midlands,region,24/06/2021,14
E12000004,East Midlands,region,23/06/2021,9
E12000004,East Midlands,region,22/06/2021,16
E12000004,East Midlands,region,21/06/2021,9
E12000004,East Midlands,region,20/06/2021,2
E12000004,East Midlands,region,19/06/2021,4
E12000004,East Midlands,region,18/06/2021,5
E12000004,East Midlands,region,17/06/2021,6
E12000004,East Midlands,region,16/06/2021,5
E12000004,East Midlands,region,15/06/2021,10
E12000004,East Midlands,region,14/06/2021,11
E12000004,East Midlands,region,13/06/2021,5
E12000004,East Midlands,region,12/06/2021,10
E12000004,East Midlands,region,11/06/2021,10
E12000004,East Midlands,region,10/06/2021,16
E12000004,East Midlands,region,09/06/2021,13
E12000004,East Midlands,region,08/06/2021,10
E12000004,East Midlands,region,07/06/2021,5
E12000004,East Midlands,region,06/06/2021,6
E12000004,East Midlands,region,05/06/2021,15
E12000004,East Midlands,region,04/06/2021,8
E12000004,East Midlands,region,03/06/2021,8
E12000004,East Midlands,region,02/06/2021,6
E12000004,East Midlands,region,01/06/2021,4
E12000004,East Midlands,region,31/05/2021,4
E12000004,East Midlands,region,30/05/2021,1
E12000004,East Midlands,region,29/05/2021,5
E12000004,East Midlands,region,28/05/2021,7
E12000004,East Midlands,region,27/05/2021,7
E12000004,East Midlands,region,26/05/2021,7
E12000004,East Midlands,region,25/05/2021,4
E12000004,East Midlands,region,24/05/2021,3
E12000004,East Midlands,region,23/05/2021,1
E12000004,East Midlands,region,22/05/2021,5
E12000004,East Midlands,region,21/05/2021,7
E12000004,East Midlands,region,20/05/2021,7
E12000004,East Midlands,region,19/05/2021,4
E12000004,East Midlands,region,18/05/2021,5
E12000004,East Midlands,region,17/05/2021,2
E12000004,East Midlands,region,16/05/2021,3
E12000004,East Midlands,region,15/05/2021,4
E12000004,East Midlands,region,14/05/2021,2
E12000004,East Midlands,region,13/05/2021,1
E12000004,East Midlands,region,12/05/2021,2
E12000004,East Midlands,region,11/05/2021,7
E12000004,East Midlands,region,10/05/2021,3
E12000004,East Midlands,region,09/05/2021,1
E12000004,East Midlands,region,08/05/2021,5
E12000004,East Midlands,region,07/05/2021,6
E12000004,East Midlands,region,06/05/2021,3
E12000004,East Midlands,region,05/05/2021,8
E12000004,East Midlands,region,04/05/2021,2
E12000004,East Midlands,region,03/05/2021,2
E12000004,East Midlands,region,02/05/2021,1
E12000004,East Midlands,region,01/05/2021,1
E12000004,East Midlands,region,30/04/2021,4
E12000004,East Midlands,region,29/04/2021,4
E12000004,East Midlands,region,28/04/2021,0
E12000004,East Midlands,region,27/04/2021,3
E12000004,East Midlands,region,26/04/2021,4
E12000004,East Midlands,region,25/04/2021,2
E12000004,East Midlands,region,24/04/2021,3
E12000004,East Midlands,region,23/04/2021,3
E12000004,East Midlands,region,22/04/2021,4
E12000004,East Midlands,region,21/04/2021,5
E12000004,East Midlands,region,20/04/2021,2
E12000004,East Midlands,region,19/04/2021,4
E12000004,East Midlands,region,18/04/2021,0
E12000004,East Midlands,region,17/04/2021,4
E12000004,East Midlands,region,16/04/2021,3
E12000004,East Midlands,region,15/04/2021,3
E12000004,East Midlands,region,14/04/2021,1
E12000004,East Midlands,region,13/04/2021,1
E12000004,East Midlands,region,12/04/2021,3
E12000004,East Midlands,region,11/04/2021,2
E12000004,East Midlands,region,10/04/2021,2
E12000004,East Midlands,region,09/04/2021,3
E12000004,East Midlands,region,08/04/2021,3
E12000004,East Midlands,region,07/04/2021,1
E12000004,East Midlands,region,06/04/2021,1
E12000004,East Midlands,region,05/04/2021,0
E12000004,East Midlands,region,04/04/2021,0
E12000004,East Midlands,region,03/04/2021,2
E12000004,East Midlands,region,02/04/2021,0
E12000004,East Midlands,region,01/04/2021,3
E12000004,East Midlands,region,31/03/2021,3
E12000004,East Midlands,region,30/03/2021,1
E12000004,East Midlands,region,29/03/2021,1
E12000004,East Midlands,region,28/03/2021,1
E12000004,East Midlands,region,27/03/2021,4
E12000004,East Midlands,region,26/03/2021,1
E12000004,East Midlands,region,25/03/2021,1
E12000004,East Midlands,region,24/03/2021,2
E12000004,East Midlands,region,23/03/2021,1
E12000004,East Midlands,region,22/03/2021,0
E12000004,East Midlands,region,21/03/2021,0
E12000004,East Midlands,region,20/03/2021,1
E12000004,East Midlands,region,19/03/2021,0
E12000004,East Midlands,region,18/03/2021,2
E12000004,East Midlands,region,17/03/2021,3
E12000004,East Midlands,region,16/03/2021,0
E12000004,East Midlands,region,15/03/2021,0
E12000004,East Midlands,region,14/03/2021,1
E12000004,East Midlands,region,13/03/2021,0
E12000004,East Midlands,region,12/03/2021,1
E12000004,East Midlands,region,11/03/2021,2
E12000004,East Midlands,region,10/03/2021,0
E12000004,East Midlands,region,09/03/2021,0
E12000004,East Midlands,region,08/03/2021,1
E12000004,East Midlands,region,07/03/2021,1
E12000004,East Midlands,region,06/03/2021,0
E12000004,East Midlands,region,05/03/2021,2
E12000004,East Midlands,region,04/03/2021,0
E12000004,East Midlands,region,03/03/2021,1
E12000004,East Midlands,region,02/03/2021,0
E12000004,East Midlands,region,01/03/2021,0
E12000004,East Midlands,region,28/02/2021,0
E12000004,East Midlands,region,27/02/2021,0
E12000004,East Midlands,region,26/02/2021,1
E12000004,East Midlands,region,25/02/2021,1
E12000004,East Midlands,region,24/02/2021,0
E12000004,East Midlands,region,23/02/2021,1
E12000004,East Midlands,region,22/02/2021,0
E12000004,East Midlands,region,21/02/2021,0
E12000004,East Midlands,region,20/02/2021,0
E12000004,East Midlands,region,19/02/2021,0
E12000004,East Midlands,region,18/02/2021,1
E12000004,East Midlands,region,17/02/2021,0
E12000004,East Midlands,region,16/02/2021,0
E12000004,East Midlands,region,15/02/2021,1
E12000004,East Midlands,region,14/02/2021,1
E12000004,East Midlands,region,13/02/2021,0
E12000004,East Midlands,region,12/02/2021,0
E12000004,East Midlands,region,11/02/2021,1
E12000004,East Midlands,region,10/02/2021,1
E12000004,East Midlands,region,09/02/2021,0
E12000004,East Midlands,region,08/02/2021,0
E12000004,East Midlands,region,07/02/2021,0
E12000004,East Midlands,region,06/02/2021,0
E12000004,East Midlands,region,05/02/2021,0
E12000004,East Midlands,region,04/02/2021,1
E12000004,East Midlands,region,03/02/2021,0
E12000004,East Midlands,region,02/02/2021,1
E12000004,East Midlands,region,01/02/2021,0
E12000004,East Midlands,region,31/01/2021,0
E12000004,East Midlands,region,30/01/2021,0
E12000004,East Midlands,region,29/01/2021,0
E12000004,East Midlands,region,28/01/2021,0
E12000004,East Midlands,region,27/01/2021,0
E12000004,East Midlands,region,26/01/2021,1
E12000004,East Midlands,region,25/01/2021,0
E12000004,East Midlands,region,24/01/2021,0
E12000004,East Midlands,region,23/01/2021,0
E12000004,East Midlands,region,22/01/2021,0
E12000004,East Midlands,region,21/01/2021,1
E12000004,East Midlands,region,20/01/2021,0
E12000004,East Midlands,region,19/01/2021,0
E12000004,East Midlands,region,18/01/2021,0
E12000004,East Midlands,region,17/01/2021,0
E12000004,East Midlands,region,16/01/2021,0
E12000004,East Midlands,region,15/01/2021,0
E12000004,East Midlands,region,14/01/2021,0
E12000004,East Midlands,region,13/01/2021,0
E12000004,East Midlands,region,12/01/2021,1
E12000004,East Midlands,region,11/01/2021,0
E12000004,East Midlands,region,10/01/2021,0
E12000004,East Midlands,region,09/01/2021,1
E12000004,East Midlands,region,08/01/2021,0
E12000004,East Midlands,region,07/01/2021,0
E12000004,East Midlands,region,06/01/2021,0
E12000004,East Midlands,region,05/01/2021,0
E12000004,East Midlands,region,04/01/2021,0
E12000004,East Midlands,region,03/01/2021,0
E12000004,East Midlands,region,02/01/2021,1
E12000004,East Midlands,region,01/01/2021,0
E12000004,East Midlands,region,31/12/2020,0
E12000004,East Midlands,region,30/12/2020,1
E12000004,East Midlands,region,29/12/2020,0
E12000004,East Midlands,region,28/12/2020,0
E12000004,East Midlands,region,27/12/2020,0
E12000004,East Midlands,region,26/12/2020,0
E12000004,East Midlands,region,25/12/2020,0
E12000004,East Midlands,region,24/12/2020,0
E12000004,East Midlands,region,23/12/2020,1
E12000004,East Midlands,region,22/12/2020,1
E12000004,East Midlands,region,21/12/2020,0
E12000004,East Midlands,region,20/12/2020,1
E12000004,East Midlands,region,19/12/2020,1
E12000004,East Midlands,region,18/12/2020,0
E12000004,East Midlands,region,17/12/2020,1
E12000004,East Midlands,region,16/12/2020,0
E12000004,East Midlands,region,15/12/2020,1
E12000004,East Midlands,region,14/12/2020,0
E12000004,East Midlands,region,13/12/2020,0
E12000004,East Midlands,region,12/12/2020,0
E12000004,East Midlands,region,11/12/2020,0
E12000004,East Midlands,region,10/12/2020,1
E12000005,West Midlands,region,17/05/2023,19
E12000005,West Midlands,region,16/05/2023,12
E12000005,West Midlands,region,15/05/2023,13
E12000005,West Midlands,region,14/05/2023,7
E12000005,West Midlands,region,13/05/2023,21
E12000005,West Midlands,region,12/05/2023,10
E12000005,West Midlands,region,11/05/2023,16
E12000005,West Midlands,region,10/05/2023,15
E12000005,West Midlands,region,09/05/2023,18
E12000005,West Midlands,region,08/05/2023,0
E12000005,West Midlands,region,07/05/2023,3
E12000005,West Midlands,region,06/05/2023,1
E12000005,West Midlands,region,05/05/2023,22
E12000005,West Midlands,region,04/05/2023,20
E12000005,West Midlands,region,03/05/2023,17
E12000005,West Midlands,region,02/05/2023,25
E12000005,West Midlands,region,01/05/2023,5
E12000005,West Midlands,region,30/04/2023,4
E12000005,West Midlands,region,29/04/2023,20
E12000005,West Midlands,region,28/04/2023,14
E12000005,West Midlands,region,27/04/2023,21
E12000005,West Midlands,region,26/04/2023,23
E12000005,West Midlands,region,25/04/2023,26
E12000005,West Midlands,region,24/04/2023,20
E12000005,West Midlands,region,23/04/2023,8
E12000005,West Midlands,region,22/04/2023,21
E12000005,West Midlands,region,21/04/2023,15
E12000005,West Midlands,region,20/04/2023,16
E12000005,West Midlands,region,19/04/2023,25
E12000005,West Midlands,region,18/04/2023,13
E12000005,West Midlands,region,17/04/2023,15
E12000005,West Midlands,region,16/04/2023,1
E12000005,West Midlands,region,15/04/2023,9
E12000005,West Midlands,region,14/04/2023,23
E12000005,West Midlands,region,13/04/2023,28
E12000005,West Midlands,region,12/04/2023,11
E12000005,West Midlands,region,11/04/2023,16
E12000005,West Midlands,region,10/04/2023,1
E12000005,West Midlands,region,09/04/2023,0
E12000005,West Midlands,region,08/04/2023,1
E12000005,West Midlands,region,07/04/2023,2
E12000005,West Midlands,region,06/04/2023,12
E12000005,West Midlands,region,05/04/2023,17
E12000005,West Midlands,region,04/04/2023,18
E12000005,West Midlands,region,03/04/2023,12
E12000005,West Midlands,region,02/04/2023,0
E12000005,West Midlands,region,01/04/2023,1
E12000005,West Midlands,region,31/03/2023,0
E12000005,West Midlands,region,30/03/2023,2
E12000005,West Midlands,region,29/03/2023,1
E12000005,West Midlands,region,28/03/2023,1
E12000005,West Midlands,region,27/03/2023,1
E12000005,West Midlands,region,26/03/2023,1
E12000005,West Midlands,region,25/03/2023,2
E12000005,West Midlands,region,24/03/2023,2
E12000005,West Midlands,region,23/03/2023,1
E12000005,West Midlands,region,22/03/2023,5
E12000005,West Midlands,region,21/03/2023,2
E12000005,West Midlands,region,20/03/2023,4
E12000005,West Midlands,region,19/03/2023,0
E12000005,West Midlands,region,18/03/2023,4
E12000005,West Midlands,region,17/03/2023,2
E12000005,West Midlands,region,16/03/2023,1
E12000005,West Midlands,region,15/03/2023,1
E12000005,West Midlands,region,14/03/2023,2
E12000005,West Midlands,region,13/03/2023,0
E12000005,West Midlands,region,12/03/2023,0
E12000005,West Midlands,region,11/03/2023,1
E12000005,West Midlands,region,10/03/2023,1
E12000005,West Midlands,region,09/03/2023,4
E12000005,West Midlands,region,08/03/2023,12
E12000005,West Midlands,region,07/03/2023,0
E12000005,West Midlands,region,06/03/2023,5
E12000005,West Midlands,region,05/03/2023,2
E12000005,West Midlands,region,04/03/2023,5
E12000005,West Midlands,region,03/03/2023,1
E12000005,West Midlands,region,02/03/2023,0
E12000005,West Midlands,region,01/03/2023,0
E12000005,West Midlands,region,28/02/2023,4
E12000005,West Midlands,region,27/02/2023,0
E12000005,West Midlands,region,26/02/2023,1
E12000005,West Midlands,region,25/02/2023,1
E12000005,West Midlands,region,24/02/2023,1
E12000005,West Midlands,region,23/02/2023,1
E12000005,West Midlands,region,22/02/2023,1
E12000005,West Midlands,region,21/02/2023,5
E12000005,West Midlands,region,20/02/2023,2
E12000005,West Midlands,region,19/02/2023,1
E12000005,West Midlands,region,18/02/2023,4
E12000005,West Midlands,region,17/02/2023,2
E12000005,West Midlands,region,16/02/2023,5
E12000005,West Midlands,region,15/02/2023,10
E12000005,West Midlands,region,14/02/2023,2
E12000005,West Midlands,region,13/02/2023,2
E12000005,West Midlands,region,12/02/2023,78
E12000005,West Midlands,region,11/02/2023,309
E12000005,West Midlands,region,10/02/2023,134
E12000005,West Midlands,region,09/02/2023,118
E12000005,West Midlands,region,08/02/2023,100
E12000005,West Midlands,region,07/02/2023,98
E12000005,West Midlands,region,06/02/2023,98
E12000005,West Midlands,region,05/02/2023,49
E12000005,West Midlands,region,04/02/2023,147
E12000005,West Midlands,region,03/02/2023,65
E12000005,West Midlands,region,02/02/2023,49
E12000005,West Midlands,region,01/02/2023,72
E12000005,West Midlands,region,31/01/2023,44
E12000005,West Midlands,region,30/01/2023,51
E12000005,West Midlands,region,29/01/2023,31
E12000005,West Midlands,region,28/01/2023,139
E12000005,West Midlands,region,27/01/2023,74
E12000005,West Midlands,region,26/01/2023,83
E12000005,West Midlands,region,25/01/2023,54
E12000005,West Midlands,region,24/01/2023,44
E12000005,West Midlands,region,23/01/2023,47
E12000005,West Midlands,region,22/01/2023,36
E12000005,West Midlands,region,21/01/2023,132
E12000005,West Midlands,region,20/01/2023,68
E12000005,West Midlands,region,19/01/2023,56
E12000005,West Midlands,region,18/01/2023,43
E12000005,West Midlands,region,17/01/2023,69
E12000005,West Midlands,region,16/01/2023,74
E12000005,West Midlands,region,15/01/2023,21
E12000005,West Midlands,region,14/01/2023,112
E12000005,West Midlands,region,13/01/2023,91
E12000005,West Midlands,region,12/01/2023,73
E12000005,West Midlands,region,11/01/2023,65
E12000005,West Midlands,region,10/01/2023,60
E12000005,West Midlands,region,09/01/2023,76
E12000005,West Midlands,region,08/01/2023,32
E12000005,West Midlands,region,07/01/2023,169
E12000005,West Midlands,region,06/01/2023,102
E12000005,West Midlands,region,05/01/2023,92
E12000005,West Midlands,region,04/01/2023,104
E12000005,West Midlands,region,03/01/2023,86
E12000005,West Midlands,region,02/01/2023,3
E12000005,West Midlands,region,01/01/2023,1
E12000005,West Midlands,region,31/12/2022,29
E12000005,West Midlands,region,30/12/2022,71
E12000005,West Midlands,region,29/12/2022,104
E12000005,West Midlands,region,28/12/2022,84
E12000005,West Midlands,region,27/12/2022,3
E12000005,West Midlands,region,26/12/2022,2
E12000005,West Midlands,region,25/12/2022,1
E12000005,West Midlands,region,24/12/2022,31
E12000005,West Midlands,region,23/12/2022,66
E12000005,West Midlands,region,22/12/2022,105
E12000005,West Midlands,region,21/12/2022,108
E12000005,West Midlands,region,20/12/2022,105
E12000005,West Midlands,region,19/12/2022,137
E12000005,West Midlands,region,18/12/2022,45
E12000005,West Midlands,region,17/12/2022,141
E12000005,West Midlands,region,16/12/2022,132
E12000005,West Midlands,region,15/12/2022,133
E12000005,West Midlands,region,14/12/2022,148
E12000005,West Midlands,region,13/12/2022,125
E12000005,West Midlands,region,12/12/2022,135
E12000005,West Midlands,region,11/12/2022,46
E12000005,West Midlands,region,10/12/2022,188
E12000005,West Midlands,region,09/12/2022,132
E12000005,West Midlands,region,08/12/2022,142
E12000005,West Midlands,region,07/12/2022,152
E12000005,West Midlands,region,06/12/2022,146
E12000005,West Midlands,region,05/12/2022,145
E12000005,West Midlands,region,04/12/2022,80
E12000005,West Midlands,region,03/12/2022,180
E12000005,West Midlands,region,02/12/2022,171
E12000005,West Midlands,region,01/12/2022,188
E12000005,West Midlands,region,30/11/2022,192
E12000005,West Midlands,region,29/11/2022,207
E12000005,West Midlands,region,28/11/2022,188
E12000005,West Midlands,region,27/11/2022,88
E12000005,West Midlands,region,26/11/2022,342
E12000005,West Midlands,region,25/11/2022,223
E12000005,West Midlands,region,24/11/2022,259
E12000005,West Midlands,region,23/11/2022,207
E12000005,West Midlands,region,22/11/2022,278
E12000005,West Midlands,region,21/11/2022,217
E12000005,West Midlands,region,20/11/2022,167
E12000005,West Midlands,region,19/11/2022,497
E12000005,West Midlands,region,18/11/2022,297
E12000005,West Midlands,region,17/11/2022,341
E12000005,West Midlands,region,16/11/2022,318
E12000005,West Midlands,region,15/11/2022,309
E12000005,West Midlands,region,14/11/2022,309
E12000005,West Midlands,region,13/11/2022,172
E12000005,West Midlands,region,12/11/2022,444
E12000005,West Midlands,region,11/11/2022,389
E12000005,West Midlands,region,10/11/2022,450
E12000005,West Midlands,region,09/11/2022,343
E12000005,West Midlands,region,08/11/2022,324
E12000005,West Midlands,region,07/11/2022,353
E12000005,West Midlands,region,06/11/2022,238
E12000005,West Midlands,region,05/11/2022,660
E12000005,West Midlands,region,04/11/2022,442
E12000005,West Midlands,region,03/11/2022,421
E12000005,West Midlands,region,02/11/2022,458
E12000005,West Midlands,region,01/11/2022,381
E12000005,West Midlands,region,31/10/2022,345
E12000005,West Midlands,region,30/10/2022,196
E12000005,West Midlands,region,29/10/2022,554
E12000005,West Midlands,region,28/10/2022,470
E12000005,West Midlands,region,27/10/2022,564
E12000005,West Midlands,region,26/10/2022,446
E12000005,West Midlands,region,25/10/2022,511
E12000005,West Midlands,region,24/10/2022,506
E12000005,West Midlands,region,23/10/2022,248
E12000005,West Midlands,region,22/10/2022,783
E12000005,West Midlands,region,21/10/2022,575
E12000005,West Midlands,region,20/10/2022,643
E12000005,West Midlands,region,19/10/2022,624
E12000005,West Midlands,region,18/10/2022,580
E12000005,West Midlands,region,17/10/2022,577
E12000005,West Midlands,region,16/10/2022,304
E12000005,West Midlands,region,15/10/2022,955
E12000005,West Midlands,region,14/10/2022,587
E12000005,West Midlands,region,13/10/2022,595
E12000005,West Midlands,region,12/10/2022,594
E12000005,West Midlands,region,11/10/2022,516
E12000005,West Midlands,region,10/10/2022,425
E12000005,West Midlands,region,09/10/2022,217
E12000005,West Midlands,region,08/10/2022,743
E12000005,West Midlands,region,07/10/2022,526
E12000005,West Midlands,region,06/10/2022,526
E12000005,West Midlands,region,05/10/2022,482
E12000005,West Midlands,region,04/10/2022,514
E12000005,West Midlands,region,03/10/2022,402
E12000005,West Midlands,region,02/10/2022,220
E12000005,West Midlands,region,01/10/2022,637
E12000005,West Midlands,region,30/09/2022,474
E12000005,West Midlands,region,29/09/2022,433
E12000005,West Midlands,region,28/09/2022,385
E12000005,West Midlands,region,27/09/2022,389
E12000005,West Midlands,region,26/09/2022,313
E12000005,West Midlands,region,25/09/2022,221
E12000005,West Midlands,region,24/09/2022,486
E12000005,West Midlands,region,23/09/2022,436
E12000005,West Midlands,region,22/09/2022,371
E12000005,West Midlands,region,21/09/2022,360
E12000005,West Midlands,region,20/09/2022,346
E12000005,West Midlands,region,19/09/2022,68
E12000005,West Midlands,region,18/09/2022,187
E12000005,West Midlands,region,17/09/2022,557
E12000005,West Midlands,region,16/09/2022,404
E12000005,West Midlands,region,15/09/2022,353
E12000005,West Midlands,region,14/09/2022,369
E12000005,West Midlands,region,13/09/2022,339
E12000005,West Midlands,region,12/09/2022,554
E12000005,West Midlands,region,11/09/2022,66
E12000005,West Midlands,region,10/09/2022,201
E12000005,West Midlands,region,09/09/2022,148
E12000005,West Midlands,region,08/09/2022,179
E12000005,West Midlands,region,07/09/2022,161
E12000005,West Midlands,region,06/09/2022,139
E12000005,West Midlands,region,05/09/2022,218
E12000005,West Midlands,region,04/09/2022,170
E12000005,West Midlands,region,03/09/2022,388
E12000005,West Midlands,region,02/09/2022,297
E12000005,West Midlands,region,01/09/2022,305
E12000005,West Midlands,region,31/08/2022,328
E12000005,West Midlands,region,30/08/2022,270
E12000005,West Midlands,region,29/08/2022,57
E12000005,West Midlands,region,28/08/2022,147
E12000005,West Midlands,region,27/08/2022,403
E12000005,West Midlands,region,26/08/2022,335
E12000005,West Midlands,region,25/08/2022,315
E12000005,West Midlands,region,24/08/2022,295
E12000005,West Midlands,region,23/08/2022,236
E12000005,West Midlands,region,22/08/2022,347
E12000005,West Midlands,region,21/08/2022,218
E12000005,West Midlands,region,20/08/2022,508
E12000005,West Midlands,region,19/08/2022,339
E12000005,West Midlands,region,18/08/2022,366
E12000005,West Midlands,region,17/08/2022,357
E12000005,West Midlands,region,16/08/2022,335
E12000005,West Midlands,region,15/08/2022,355
E12000005,West Midlands,region,14/08/2022,211
E12000005,West Midlands,region,13/08/2022,399
E12000005,West Midlands,region,12/08/2022,325
E12000005,West Midlands,region,11/08/2022,387
E12000005,West Midlands,region,10/08/2022,335
E12000005,West Midlands,region,09/08/2022,328
E12000005,West Midlands,region,08/08/2022,415
E12000005,West Midlands,region,07/08/2022,186
E12000005,West Midlands,region,06/08/2022,643
E12000005,West Midlands,region,05/08/2022,374
E12000005,West Midlands,region,04/08/2022,410
E12000005,West Midlands,region,03/08/2022,438
E12000005,West Midlands,region,02/08/2022,364
E12000005,West Midlands,region,01/08/2022,432
E12000005,West Midlands,region,31/07/2022,268
E12000005,West Midlands,region,30/07/2022,501
E12000005,West Midlands,region,29/07/2022,535
E12000005,West Midlands,region,28/07/2022,449
E12000005,West Midlands,region,27/07/2022,623
E12000005,West Midlands,region,26/07/2022,520
E12000005,West Midlands,region,25/07/2022,612
E12000005,West Midlands,region,24/07/2022,283
E12000005,West Midlands,region,23/07/2022,634
E12000005,West Midlands,region,22/07/2022,506
E12000005,West Midlands,region,21/07/2022,550
E12000005,West Midlands,region,20/07/2022,473
E12000005,West Midlands,region,19/07/2022,358
E12000005,West Midlands,region,18/07/2022,430
